|bankid|bankname|bankaddress|bankphone|bankdesc|bankurl|searchurl|dtype
159|828|Midwest Center for Reproductive Health (MN)|MN USA||Dr. Randle Corfman.  In 1996 the clinic was located near North Memorial Medical Center. 2008 Minnesota MCRH locations include: Duluth, Maple Grove, Mankato, Park Rapids, Sartell, and St. Cloud. There are also locations in North Dakota, Wisconsin, Montana, and Alaska.|http://www.mcrh.com/|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=828&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
160|65500|Midwest Fertility Center|4333 Main Street Downers Grove, IL 60515 USA|800-244-0212||http://www.ivf.us|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=65500&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
161|645|Midwest Reproductive Medicine (IN)|Township Line Road Indianapolis, IN 46228 USA|317-814-4570|This center no longer exists, but Dr. John Jarrett and Dr. Leo Bonaventura both practiced here in the 1990's.||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=645&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
162|87|Miscellaneous U.S. Facilities/Clinics-1990's|USA||Unknown Donor # and/or Clinic||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=87&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
163|385|Monash IVF|Victoria and Queensland, AUS||Monash IVF have major clinics at Richmond, Clayton and Geelong in Victoria. In Queensland, Monash IVF have clinics located in Sunnybank (Brisbane) Southport (Gold Coast)and Rockhampton.Regional ProgramRegional programs are located throughout Victoria, as well a program located in Ipswich (Queensland).  Phone is  (03) 9429 9188 or 1800 628 533|http://www.monashivf.com/|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=385&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
164|82|Mt. Sinai Hospital, NY|New York City, NY USA||Also see listings under Dr. Leonard Dourmashkin, Dr. Richard Moss, and Dr. Sharon Diamond. Klingenstein Pavillion is part of Sinai Hospital. ||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=82&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
165|65372|My Egg Bank|GA USA||This is a donor egg bank.|http://www.myeggbank.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=65372&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
166|289|Nashville Fertility Center|Patterson St Nashville, TN USA|615-321-4740|At Centinial Medical Center on Patterson St in Nashville||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=289&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
167|302|NCCRM (NC Center for Reproductive Medicine)|400 Asheville Ave Suite 200 Cary, NC 27519 USA|919-233-1680||http://www.nccrm.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=302&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
168|294|New England Fertility Institute|1275 Summer St. Stamford, CT 06905 USA|203-325-3200|Stamford and Hamden, CT|http://www.nefertility.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=294&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
169|660|New Hope Fertility Center, NY|784 Park Ave New York, NY 10021 USA|212. 517.7676|Dr Peter Chang from Beth Isreal works out of this office along with Dr. Zhang.  He performs the implantation and extraction at this facility.|http://www.newhopefertility.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=660&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
170|925|New Hope Fertility Center, VA|Virginia Beach, VA USA||||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=925&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
171|257|New York University Medical Center|338 East 30 Street New York, NY 10016 USA|212 683 0090|Dr. Charles Debrovner, Clinical Professor. He started practicing in 1961. See also separate listings for Dr. Debrovner, Charles. being there were only 3 or  4 places in the sperm bank business in the early 70's, Idant and CLI (formerly known as Genetic Lab) are possibilities for sperm banks used then. CLI sperm would have been frozen and shipped from MN. http://www.med.nyu.edu/people/debroc01.html gives information on Dr. Debrovner.  NYU Fertility Center is also part of New York University Medical Center. That is located at 66o First Avenue, Fifth Floor New York, NY. Phone is 212-263-8647. Dr. Frederick Licciardi and Dr. James Grifo are part of NYU Fertility Center. That website is http://www.nyufertilitycenter.org/ivf/.|http://www.med.nyu.edu/|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=257&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
172|1290|Northeast Assisted Fertility Group|352 Newbury Street, 2nd Floor Boston, MA 02115 USA|800-710-1677||http://www.assistedfertility.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=1290&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
173|156|Northern CA Fertility Medical Center (NCFMC)|Sunrise Avenue Roseville, CA USA||This clinic provides their own egg donors.  |http://www.ncfmc.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=156&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
174|65055|Northwestern Medical Faculty Foundation|675 N St Clair Suite 14-200 Chicago, IL 60611 USA||Affiliated with Northwestern Memorial Hospital||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=65055&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
175|885|Northwestern Memorial Hospital, Chicago|Prentice Woman's Hospital 333 East Superior Room 454 Chicago, IL 60611 USA||In the mid-to-late eighties, Northwestern Memorial Hospital had, within its Department of Obstetrics and Gynecology, an In Vitro fertilization program run, or at least staffed, by Dr. David Hoffman. That program often advertised for sperm donors at the medical school AND at Northwestern’s law school. They started freezing donor sperm in 1988.||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=885&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
176|521|Nova IVF|1681 El Camino Real Palo Alto, CA 94306 USA|(650) 322-0500|Very Personable|http://www.novaivf.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=521&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
177|65152|Oakbrook Fertility Center|Oakbrook, IL USA||Dr. Rana||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=65152&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
178|179|Ochsner Clinic|1514 Jefferson Highway New Orleans, LA 70121 USA|(504)834-7070|Their ART program has been discontinued.||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=179&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
179|1281|Offices for Fertility and Reproductive Medicine|51 East 67th St New York, NY 10021 USA|212.535.5350|OFRMDr. Cecilia Schmidt-SarosiDr. Peter Sarosi|http://www.ofrm.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=1281&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
180|128|OGA (TX)|7550 Fannin Houston, TX 77054 USA|(713) 512-7500|Obstetrical and Gynecological Associates, also Fertility Specialists of Houston (also see www.fshivf.com).  Houston and Sugar Land locations|http://www.obgynassociates.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=128&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
181|32|OHSU Andrology|1750 S.W. Harbor Way, Suite 100 Portland, OR 97201 USA|503-418-3750|Oregon Health and Science University. Also Andrology Laboratory Riverplace.|http://www.fertilityoregon.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=32&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
182|1200|OHSU-University Fertility Consultants (Egg Donors)|3303 SW Bond Ave. Portland, OR 97239 USA|503 418 3700|Former address (at time of donation in 1997) was  1750 SW Harbor Way,  Suite 100, Portland, Oregon 97201.  Address in 2010 is 3303 SW Bond Ave., Portland OR 97239||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=1200&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
183|65158|Olive Fertility Centre|555 W 12th Ave. Vancouver, BC CAN|6045599950|||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=65158&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
184|307|Options National Fertility Registry|Post Office Box 6209 Garden Grove, CA 92846 USA|(562)404-5035|This registry has listings of donors (eggs and sperm). Some numbers are listed under other banks with different donor numbers.|http://www.fertilityoptions.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=307&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
185|1121|Oregon Reproductive Medicine|2222 NW Lovejoy. St., Suite 304 Portland, OR 97210 USA|877-567-4994|NOTE: March 2013 some ORM donor numbers have been changed to six-digits. We have updated donor numbers as they have been given to us by ORM. |http://www.oregonreproductivemedicine.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=1121&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
186|130|Pacific Connection Fertility Services|846 South Hotel Street #206 Honolulu, HI 96813 USA|808-551-0565|||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=130&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
187|459|Pacific Fertility Center-Los Angeles|Los Angeles, CA USA||||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=459&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
188|313|Pacific Fertility Center-San Francisco|55 Francisco St. San Francisco, CA 94133 USA|888-834-3095||http://www.pacificfertilitycenter.com/|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=313&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
189|65089|Pacific Fertility Clinic - Sacramento|2288 Auburn Blvd #204 Sacramento, CA 95233 USA||||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=65089&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
190|690|Pacific Gynecology Specialists, WA|1101 Madison St #1500 Seattle, WA 98104 USA|206-965-1700|At 707 Broadway in 70's. Moved to Nordstrom Tower, then moved to Madison St in 2005. Pacific Gynecology Specialists (PGS) is located in downtown Seattle and is connected to Swedish Medical Center by a skywalk.  Pacific Gynecology was originally partnered with Swedish Medical Center.  Dr. Dr. Robert McIntosh started practicing with the group in 1976. Dr. William Coburn and Dr. Barry Stewart practiced here in the 70's too. Dr. Lee Hickock and Dr. Shaun Williams departed Pacific Gynecology Specialists in 2005 and opened up Pacific Northwest Fertility Clinic. See also Swedish Hospital postings for people who may have posted there instead of here.|http://www.pacificgyn.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=690&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
191|65300|Pacific In Vitro Fertilization Institute|Honolulu, HI 96828 USA|808-946-2226||http://www.pacificinvitro.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=65300&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
192|466|Pacific Northwest Fertility|1101 Madison Street, Suite 1050 Seattle, WA 98104 USA|206-515-0000|Swedish Medical Center's (Seattle)donor program was phased out in late 2005 and was turned over to Pacific Northwest Fertility (this was on Swedish Medical Center's website in Aug. 2005).  Dr. Lee Hickock and Dr. Shaun Williams left 'Pacific Gynecology Specialists' and opened up their own clinic called 'Pacific Northwest Fertility Clinic' (PNFC) in 2005.  Another member says: Dr. Williams left to return to his hometown.  Hickok opened the new office with Lorna Marshall, who’d been with Virginia Mason.|http://www.pnwfertility.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=466&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
193|65058|Peas In A Pod, Inc|100 North Glendora Ave. Ste 103 Glendora, CA 91741 USA|626-857-9000|Egg donor agency in Southern California|http://peasinapodinc.com/|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=65058&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
194|65220|Pedieos Clinic|"""Anemomylos"" Building, Office No. 201, 8 Karaoli & Byron Corner, Nicosia 1095 Nicosia, 1095 CYP"|+357- 22- 670850||http://http://www.pedieosivf.com.cy/en/|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=65220&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
195|205|Philadelphia Fertility Institute (Militia Hill Rd)|Militia Hill Rd Plymouth Meeting, PA USA||||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=205&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
196|722|Pivet Medical Centre|166-168 Cambridge St Leederville Perth, 6007 AUS|9422 5400||http://www.pivet.com.au|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=722&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
197|65522|Poma Fertility|12039 NE 128th St. Ste. 110, Kirkland, WA 98034 USA|425.822.7662|Seattle area|http://http://www.pomafertility.com/|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=65522&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
198|150|Portland Ctr for Reprod Med/Oregon Reprod Medicine|2222 NW Lovejoy, Suite 304 Portland, OR 97210 USA|503 274 4994|Later changed to Oregon Reproductive Medicine. It is widely recognized for offering comprehensive, state-of-the-art assistance to infertile couples and women with reproductive endocrine issues. Drs. John Hesla and Robert Matteri are both board-certified reproductive endocrinologists with extensive knowledge and experience enabling them to stay involved with new and innovative reproductive technologies as they become available. |http://www.portlandivf.net/|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=150&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
199|65226|Prospective Families (The Donor Source affiliated)|225 Franklin Street Boston, MA 02110 USA|877-375-8888||http://www.prospectivefamilies.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=65226&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
200|841|Queen Elizabeth Hospital IVF Unit|Woodville Road Woodville Adelaide, South Australia, AUS||||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=841&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
201|102|Queensland Fertility Group|225 Wickham Tce Brisbane, 4000 AUS|07 3833 1000|Fertility clinic offering all types of ART with strong donor program. Imports some vials from Xytex.|http://www.qfg.com.au/|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=102&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
202|534|REACH|1524 East Morehead Street Charlotte, NC 28207 USA|||http://reachdrs.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=534&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
203|322|Reproductive & Fertility Clinic, Orlando|615 E. Princeton St. Ste 225 Orlando, FL 32803 USA|(407) 896-7575|Jutras Mark L MDDr. Jutras ||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=322&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
204|65065|Reproductive Assistance Inc.|PO Box 404 Terrace Park, OH 45174 USA|513.831.9207|egg donor agency|http://reproassistinc.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=65065&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
205|522|Reproductive Biology Associates|Atlanta, GA USA|404- 843-3064|||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=522&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
206|1223|Reproductive Endocrine Associates|6719 Alvarado Road, Suite 108 San Diego, CA 92120 USA|619-265-1800|Dr. Steven Broody ||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=1223&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
207|65236|Reproductive Fertility Center, Irvine CA|16300 Sand Canyon Ave. Ste. 901 Irvine, CA 92618 USA|(949) 453-8600|(Associated agency is Options in Conception)|http://http://reproductivefertilitycenter.com/home-en/|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=65236&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
208|1303|Reproductive Health and Fertility Center|973 Featherstone Road, Suite 100 Rockford, IL 61103 USA|815-986-3737|Also called FRES|http://www.wemakefamilies.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=1303&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
209|65029|Reproductive Health Center, Tucson|4518 E. Camp Lowell Dr Tucson , AZ 85712 USA|520-733-0083|Dr. Scot Hutchinson|http://www.ivftucson.com/|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=65029&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
210|548|Reproductive Medical Associates of New York|Old Country Road,Mineola,NY Rte 347, Stony Brook,NY Mineola & Stony Brook, NY USA||2 locations-Mineola,NY  and Stony Brook,NY  ||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=548&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
211|440|Reproductive Medicine and Infertility Ass. (MN)|Saint Paul, MN USA|651-222-6050||http://rmia.com/index.asp|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=440&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
